depth,shadow_length,model_id,reference_datetime
4,4,GOTM,2022-05-30 00:00:00
5,4,GOTM,2022-05-30 00:00:00
6,4,GOTM,2022-05-30 00:00:00
7,5,GOTM,2022-05-30 00:00:00
8,5,GOTM,2022-05-30 00:00:00
9,4,GOTM,2022-05-30 00:00:00
0,1,RW,2022-05-30 00:00:00
1,3,RW,2022-05-30 00:00:00
1.5,5,RW,2022-05-30 00:00:00
2,6,RW,2022-05-30 00:00:00
3,8,RW,2022-05-30 00:00:00
4,7,RW,2022-05-30 00:00:00
5,6,RW,2022-05-30 00:00:00
6,14,RW,2022-05-30 00:00:00
7,14,RW,2022-05-30 00:00:00
8,14,RW,2022-05-30 00:00:00
9,14,RW,2022-05-30 00:00:00
0,3,Simstrat,2022-05-30 00:00:00
1,3,Simstrat,2022-05-30 00:00:00
1.5,2,Simstrat,2022-05-30 00:00:00
2,2,Simstrat,2022-05-30 00:00:00
3,7,Simstrat,2022-05-30 00:00:00
4,4,Simstrat,2022-05-30 00:00:00
5,6,Simstrat,2022-05-30 00:00:00
6,4,Simstrat,2022-05-30 00:00:00
7,4,Simstrat,2022-05-30 00:00:00
8,7,Simstrat,2022-05-30 00:00:00
9,3,Simstrat,2022-05-30 00:00:00
0,2,climatology,2022-05-30 00:00:00
1,2,climatology,2022-05-30 00:00:00
1.5,1,climatology,2022-05-30 00:00:00
2,3,climatology,2022-05-30 00:00:00
3,2,climatology,2022-05-30 00:00:00
4,3,climatology,2022-05-30 00:00:00
5,4,climatology,2022-05-30 00:00:00
6,4,climatology,2022-05-30 00:00:00
7,5,climatology,2022-05-30 00:00:00
8,4,climatology,2022-05-30 00:00:00
9,4,climatology,2022-05-30 00:00:00
0,2,empirical,2022-05-30 00:00:00
1,2,empirical,2022-05-30 00:00:00
1.5,4,empirical,2022-05-30 00:00:00
2,6,empirical,2022-05-30 00:00:00
3,8,empirical,2022-05-30 00:00:00
4,3,empirical,2022-05-30 00:00:00
5,5,empirical,2022-05-30 00:00:00
6,14,empirical,2022-05-30 00:00:00
7,14,empirical,2022-05-30 00:00:00
8,14,empirical,2022-05-30 00:00:00
9,14,empirical,2022-05-30 00:00:00
0,2,empirical_ler,2022-05-30 00:00:00
1,2,empirical_ler,2022-05-30 00:00:00
1.5,3,empirical_ler,2022-05-30 00:00:00
2,4,empirical_ler,2022-05-30 00:00:00
3,6,empirical_ler,2022-05-30 00:00:00
4,6,empirical_ler,2022-05-30 00:00:00
5,6,empirical_ler,2022-05-30 00:00:00
6,14,empirical_ler,2022-05-30 00:00:00
7,14,empirical_ler,2022-05-30 00:00:00
8,14,empirical_ler,2022-05-30 00:00:00
9,14,empirical_ler,2022-05-30 00:00:00
0,3,ler,2022-05-30 00:00:00
1,2,ler,2022-05-30 00:00:00
1.5,3,ler,2022-05-30 00:00:00
2,4,ler,2022-05-30 00:00:00
3,4,ler,2022-05-30 00:00:00
4,6,ler,2022-05-30 00:00:00
5,5,ler,2022-05-30 00:00:00
6,5,ler,2022-05-30 00:00:00
7,5,ler,2022-05-30 00:00:00
8,4,ler,2022-05-30 00:00:00
9,4,ler,2022-05-30 00:00:00
0,4,GLM,2022-06-06 00:00:00
1,1,GLM,2022-06-06 00:00:00
1.5,3,GLM,2022-06-06 00:00:00
2,3,GLM,2022-06-06 00:00:00
3,4,GLM,2022-06-06 00:00:00
4,4,GLM,2022-06-06 00:00:00
5,5,GLM,2022-06-06 00:00:00
6,5,GLM,2022-06-06 00:00:00
7,4,GLM,2022-06-06 00:00:00
8,4,GLM,2022-06-06 00:00:00
9,4,GLM,2022-06-06 00:00:00
0,2,GOTM,2022-06-06 00:00:00
1,3,GOTM,2022-06-06 00:00:00
1.5,3,GOTM,2022-06-06 00:00:00
2,3,GOTM,2022-06-06 00:00:00
3,4,GOTM,2022-06-06 00:00:00
4,4,GOTM,2022-06-06 00:00:00
5,3,GOTM,2022-06-06 00:00:00
6,3,GOTM,2022-06-06 00:00:00
7,5,GOTM,2022-06-06 00:00:00
8,5,GOTM,2022-06-06 00:00:00
9,4,GOTM,2022-06-06 00:00:00
0,2,RW,2022-06-06 00:00:00
1,4,RW,2022-06-06 00:00:00
1.5,4,RW,2022-06-06 00:00:00
2,4,RW,2022-06-06 00:00:00
3,9,RW,2022-06-06 00:00:00
4,8,RW,2022-06-06 00:00:00
5,14,RW,2022-06-06 00:00:00
6,14,RW,2022-06-06 00:00:00
7,14,RW,2022-06-06 00:00:00
8,14,RW,2022-06-06 00:00:00
9,14,RW,2022-06-06 00:00:00
0,5,Simstrat,2022-06-06 00:00:00
1,1,Simstrat,2022-06-06 00:00:00
1.5,2,Simstrat,2022-06-06 00:00:00
2,2,Simstrat,2022-06-06 00:00:00
3,6,Simstrat,2022-06-06 00:00:00
4,3,Simstrat,2022-06-06 00:00:00
5,3,Simstrat,2022-06-06 00:00:00
6,5,Simstrat,2022-06-06 00:00:00
7,9,Simstrat,2022-06-06 00:00:00
8,4,Simstrat,2022-06-06 00:00:00
9,4,Simstrat,2022-06-06 00:00:00
0,2,climatology,2022-06-06 00:00:00
1,2,climatology,2022-06-06 00:00:00
1.5,3,climatology,2022-06-06 00:00:00
2,3,climatology,2022-06-06 00:00:00
3,3,climatology,2022-06-06 00:00:00
4,3,climatology,2022-06-06 00:00:00
5,3,climatology,2022-06-06 00:00:00
6,3,climatology,2022-06-06 00:00:00
7,4,climatology,2022-06-06 00:00:00
8,5,climatology,2022-06-06 00:00:00
9,2,climatology,2022-06-06 00:00:00
0,2,empirical,2022-06-06 00:00:00
1,4,empirical,2022-06-06 00:00:00
1.5,3,empirical,2022-06-06 00:00:00
2,4,empirical,2022-06-06 00:00:00
3,9,empirical,2022-06-06 00:00:00
4,8,empirical,2022-06-06 00:00:00
5,14,empirical,2022-06-06 00:00:00
6,14,empirical,2022-06-06 00:00:00
7,14,empirical,2022-06-06 00:00:00
8,14,empirical,2022-06-06 00:00:00
9,14,empirical,2022-06-06 00:00:00
0,4,empirical_ler,2022-06-06 00:00:00
1,3,empirical_ler,2022-06-06 00:00:00
1.5,3,empirical_ler,2022-06-06 00:00:00
2,3,empirical_ler,2022-06-06 00:00:00
3,9,empirical_ler,2022-06-06 00:00:00
4,4,empirical_ler,2022-06-06 00:00:00
5,13,empirical_ler,2022-06-06 00:00:00
6,14,empirical_ler,2022-06-06 00:00:00
7,14,empirical_ler,2022-06-06 00:00:00
8,14,empirical_ler,2022-06-06 00:00:00
9,14,empirical_ler,2022-06-06 00:00:00
0,4,ler,2022-06-06 00:00:00
1,3,ler,2022-06-06 00:00:00
1.5,3,ler,2022-06-06 00:00:00
2,3,ler,2022-06-06 00:00:00
3,4,ler,2022-06-06 00:00:00
4,3,ler,2022-06-06 00:00:00
5,5,ler,2022-06-06 00:00:00
6,5,ler,2022-06-06 00:00:00
7,4,ler,2022-06-06 00:00:00
8,3,ler,2022-06-06 00:00:00
9,4,ler,2022-06-06 00:00:00
0,2,GLM,2022-06-13 00:00:00
1,1,GLM,2022-06-13 00:00:00
1.5,3,GLM,2022-06-13 00:00:00
2,3,GLM,2022-06-13 00:00:00
3,4,GLM,2022-06-13 00:00:00
4,4,GLM,2022-06-13 00:00:00
5,5,GLM,2022-06-13 00:00:00
6,6,GLM,2022-06-13 00:00:00
7,5,GLM,2022-06-13 00:00:00
8,4,GLM,2022-06-13 00:00:00
9,6,GLM,2022-06-13 00:00:00
0,2,GOTM,2022-06-13 00:00:00
1,0,GOTM,2022-06-13 00:00:00
1.5,1,GOTM,2022-06-13 00:00:00
2,4,GOTM,2022-06-13 00:00:00
3,4,GOTM,2022-06-13 00:00:00
4,5,GOTM,2022-06-13 00:00:00
5,4,GOTM,2022-06-13 00:00:00
6,4,GOTM,2022-06-13 00:00:00
7,4,GOTM,2022-06-13 00:00:00
8,7,GOTM,2022-06-13 00:00:00
9,5,GOTM,2022-06-13 00:00:00
0,1,RW,2022-06-13 00:00:00
1,5,RW,2022-06-13 00:00:00
1.5,5,RW,2022-06-13 00:00:00
2,3,RW,2022-06-13 00:00:00
3,7,RW,2022-06-13 00:00:00
4,8,RW,2022-06-13 00:00:00
5,10,RW,2022-06-13 00:00:00
6,14,RW,2022-06-13 00:00:00
7,14,RW,2022-06-13 00:00:00
8,14,RW,2022-06-13 00:00:00
9,14,RW,2022-06-13 00:00:00
0,1,Simstrat,2022-06-13 00:00:00
1,4,Simstrat,2022-06-13 00:00:00
1.5,2,Simstrat,2022-06-13 00:00:00
2,5,Simstrat,2022-06-13 00:00:00
3,7,Simstrat,2022-06-13 00:00:00
4,7,Simstrat,2022-06-13 00:00:00
5,5,Simstrat,2022-06-13 00:00:00
6,6,Simstrat,2022-06-13 00:00:00
7,6,Simstrat,2022-06-13 00:00:00
8,5,Simstrat,2022-06-13 00:00:00
9,4,Simstrat,2022-06-13 00:00:00
0,1,climatology,2022-06-13 00:00:00
1,4,climatology,2022-06-13 00:00:00
1.5,1,climatology,2022-06-13 00:00:00
2,3,climatology,2022-06-13 00:00:00
3,4,climatology,2022-06-13 00:00:00
4,5,climatology,2022-06-13 00:00:00
5,4,climatology,2022-06-13 00:00:00
6,6,climatology,2022-06-13 00:00:00
7,5,climatology,2022-06-13 00:00:00
8,5,climatology,2022-06-13 00:00:00
9,5,climatology,2022-06-13 00:00:00
0,1,empirical,2022-06-13 00:00:00
1,5,empirical,2022-06-13 00:00:00
1.5,4,empirical,2022-06-13 00:00:00
2,3,empirical,2022-06-13 00:00:00
3,7,empirical,2022-06-13 00:00:00
4,7,empirical,2022-06-13 00:00:00
5,10,empirical,2022-06-13 00:00:00
6,14,empirical,2022-06-13 00:00:00
7,14,empirical,2022-06-13 00:00:00
8,14,empirical,2022-06-13 00:00:00
9,14,empirical,2022-06-13 00:00:00
0,2,empirical_ler,2022-06-13 00:00:00
1,5,empirical_ler,2022-06-13 00:00:00
1.5,5,empirical_ler,2022-06-13 00:00:00
2,3,empirical_ler,2022-06-13 00:00:00
3,7,empirical_ler,2022-06-13 00:00:00
4,5,empirical_ler,2022-06-13 00:00:00
5,9,empirical_ler,2022-06-13 00:00:00
6,14,empirical_ler,2022-06-13 00:00:00
7,14,empirical_ler,2022-06-13 00:00:00
8,14,empirical_ler,2022-06-13 00:00:00
9,14,empirical_ler,2022-06-13 00:00:00
0,2,ler,2022-06-13 00:00:00
1,4,ler,2022-06-13 00:00:00
1.5,3,ler,2022-06-13 00:00:00
2,4,ler,2022-06-13 00:00:00
3,4,ler,2022-06-13 00:00:00
4,4,ler,2022-06-13 00:00:00
5,4,ler,2022-06-13 00:00:00
6,5,ler,2022-06-13 00:00:00
7,4,ler,2022-06-13 00:00:00
8,7,ler,2022-06-13 00:00:00
9,5,ler,2022-06-13 00:00:00
0,1,GLM,2022-06-20 00:00:00
1,2,GLM,2022-06-20 00:00:00
1.5,4,GLM,2022-06-20 00:00:00
2,4,GLM,2022-06-20 00:00:00
3,4,GLM,2022-06-20 00:00:00
4,5,GLM,2022-06-20 00:00:00
5,5,GLM,2022-06-20 00:00:00
6,5,GLM,2022-06-20 00:00:00
7,8,GLM,2022-06-20 00:00:00
8,5,GLM,2022-06-20 00:00:00
9,4,GLM,2022-06-20 00:00:00
0,1,GOTM,2022-06-20 00:00:00
1,3,GOTM,2022-06-20 00:00:00
1.5,3,GOTM,2022-06-20 00:00:00
2,2,GOTM,2022-06-20 00:00:00
3,3,GOTM,2022-06-20 00:00:00
4,4,GOTM,2022-06-20 00:00:00
5,4,GOTM,2022-06-20 00:00:00
6,4,GOTM,2022-06-20 00:00:00
7,5,GOTM,2022-06-20 00:00:00
8,5,GOTM,2022-06-20 00:00:00
9,7,GOTM,2022-06-20 00:00:00
0,2,RW,2022-06-20 00:00:00
1,3,RW,2022-06-20 00:00:00
1.5,3,RW,2022-06-20 00:00:00
2,6,RW,2022-06-20 00:00:00
3,5,RW,2022-06-20 00:00:00
4,5,RW,2022-06-20 00:00:00
5,13,RW,2022-06-20 00:00:00
6,14,RW,2022-06-20 00:00:00
7,14,RW,2022-06-20 00:00:00
8,14,RW,2022-06-20 00:00:00
9,14,RW,2022-06-20 00:00:00
0,1,Simstrat,2022-06-20 00:00:00
1,3,Simstrat,2022-06-20 00:00:00
1.5,4,Simstrat,2022-06-20 00:00:00
2,4,Simstrat,2022-06-20 00:00:00
3,5,Simstrat,2022-06-20 00:00:00
4,5,Simstrat,2022-06-20 00:00:00
5,5,Simstrat,2022-06-20 00:00:00
6,4,Simstrat,2022-06-20 00:00:00
7,4,Simstrat,2022-06-20 00:00:00
8,8,Simstrat,2022-06-20 00:00:00
9,4,Simstrat,2022-06-20 00:00:00
0,2,climatology,2022-06-20 00:00:00
1,3,climatology,2022-06-20 00:00:00
1.5,2,climatology,2022-06-20 00:00:00
2,2,climatology,2022-06-20 00:00:00
3,3,climatology,2022-06-20 00:00:00
4,4,climatology,2022-06-20 00:00:00
5,5,climatology,2022-06-20 00:00:00
6,5,climatology,2022-06-20 00:00:00
7,9,climatology,2022-06-20 00:00:00
8,4,climatology,2022-06-20 00:00:00
9,6,climatology,2022-06-20 00:00:00
0,2,empirical,2022-06-20 00:00:00
1,3,empirical,2022-06-20 00:00:00
1.5,2,empirical,2022-06-20 00:00:00
2,6,empirical,2022-06-20 00:00:00
3,4,empirical,2022-06-20 00:00:00
4,3,empirical,2022-06-20 00:00:00
5,13,empirical,2022-06-20 00:00:00
6,14,empirical,2022-06-20 00:00:00
7,14,empirical,2022-06-20 00:00:00
8,14,empirical,2022-06-20 00:00:00
9,14,empirical,2022-06-20 00:00:00
0,3,empirical_ler,2022-06-20 00:00:00
1,2,empirical_ler,2022-06-20 00:00:00
1.5,3,empirical_ler,2022-06-20 00:00:00
2,6,empirical_ler,2022-06-20 00:00:00
3,5,empirical_ler,2022-06-20 00:00:00
4,5,empirical_ler,2022-06-20 00:00:00
5,13,empirical_ler,2022-06-20 00:00:00
6,14,empirical_ler,2022-06-20 00:00:00
7,14,empirical_ler,2022-06-20 00:00:00
8,14,empirical_ler,2022-06-20 00:00:00
9,14,empirical_ler,2022-06-20 00:00:00
0,3,ler,2022-06-20 00:00:00
1,2,ler,2022-06-20 00:00:00
1.5,4,ler,2022-06-20 00:00:00
2,4,ler,2022-06-20 00:00:00
3,4,ler,2022-06-20 00:00:00
4,5,ler,2022-06-20 00:00:00
5,4,ler,2022-06-20 00:00:00
6,4,ler,2022-06-20 00:00:00
7,8,ler,2022-06-20 00:00:00
8,5,ler,2022-06-20 00:00:00
9,4,ler,2022-06-20 00:00:00
0,2,GLM,2022-06-27 00:00:00
1,2,GLM,2022-06-27 00:00:00
1.5,2,GLM,2022-06-27 00:00:00
2,4,GLM,2022-06-27 00:00:00
3,4,GLM,2022-06-27 00:00:00
4,7,GLM,2022-06-27 00:00:00
5,2,GLM,2022-06-27 00:00:00
6,3,GLM,2022-06-27 00:00:00
7,5,GLM,2022-06-27 00:00:00
8,5,GLM,2022-06-27 00:00:00
9,6,GLM,2022-06-27 00:00:00
0,1,GOTM,2022-06-27 00:00:00
1,3,GOTM,2022-06-27 00:00:00
1.5,1,GOTM,2022-06-27 00:00:00
2,2,GOTM,2022-06-27 00:00:00
3,2,GOTM,2022-06-27 00:00:00
4,4,GOTM,2022-06-27 00:00:00
5,4,GOTM,2022-06-27 00:00:00
6,6,GOTM,2022-06-27 00:00:00
7,6,GOTM,2022-06-27 00:00:00
8,4,GOTM,2022-06-27 00:00:00
9,4,GOTM,2022-06-27 00:00:00
0,2,RW,2022-06-27 00:00:00
1,5,RW,2022-06-27 00:00:00
1.5,2,RW,2022-06-27 00:00:00
2,7,RW,2022-06-27 00:00:00
3,7,RW,2022-06-27 00:00:00
4,8,RW,2022-06-27 00:00:00
5,11,RW,2022-06-27 00:00:00
6,14,RW,2022-06-27 00:00:00
7,14,RW,2022-06-27 00:00:00
8,14,RW,2022-06-27 00:00:00
9,14,RW,2022-06-27 00:00:00
0,4,Simstrat,2022-06-27 00:00:00
1,5,Simstrat,2022-06-27 00:00:00
1.5,2,Simstrat,2022-06-27 00:00:00
2,3,Simstrat,2022-06-27 00:00:00
3,5,Simstrat,2022-06-27 00:00:00
4,5,Simstrat,2022-06-27 00:00:00
5,4,Simstrat,2022-06-27 00:00:00
6,6,Simstrat,2022-06-27 00:00:00
7,4,Simstrat,2022-06-27 00:00:00
8,5,Simstrat,2022-06-27 00:00:00
9,4,Simstrat,2022-06-27 00:00:00
0,4,climatology,2022-06-27 00:00:00
1,2,climatology,2022-06-27 00:00:00
1.5,2,climatology,2022-06-27 00:00:00
2,3,climatology,2022-06-27 00:00:00
3,3,climatology,2022-06-27 00:00:00
4,3,climatology,2022-06-27 00:00:00
5,6,climatology,2022-06-27 00:00:00
6,6,climatology,2022-06-27 00:00:00
7,4,climatology,2022-06-27 00:00:00
8,5,climatology,2022-06-27 00:00:00
9,4,climatology,2022-06-27 00:00:00
0,4,empirical,2022-06-27 00:00:00
1,4,empirical,2022-06-27 00:00:00
1.5,2,empirical,2022-06-27 00:00:00
2,7,empirical,2022-06-27 00:00:00
3,6,empirical,2022-06-27 00:00:00
4,5,empirical,2022-06-27 00:00:00
5,9,empirical,2022-06-27 00:00:00
6,14,empirical,2022-06-27 00:00:00
7,14,empirical,2022-06-27 00:00:00
8,14,empirical,2022-06-27 00:00:00
9,14,empirical,2022-06-27 00:00:00
0,2,empirical_ler,2022-06-27 00:00:00
1,4,empirical_ler,2022-06-27 00:00:00
1.5,2,empirical_ler,2022-06-27 00:00:00
2,7,empirical_ler,2022-06-27 00:00:00
3,5,empirical_ler,2022-06-27 00:00:00
4,8,empirical_ler,2022-06-27 00:00:00
5,9,empirical_ler,2022-06-27 00:00:00
6,14,empirical_ler,2022-06-27 00:00:00
7,14,empirical_ler,2022-06-27 00:00:00
8,14,empirical_ler,2022-06-27 00:00:00
9,14,empirical_ler,2022-06-27 00:00:00
0,2,ler,2022-06-27 00:00:00
1,3,ler,2022-06-27 00:00:00
1.5,2,ler,2022-06-27 00:00:00
2,3,ler,2022-06-27 00:00:00
3,3,ler,2022-06-27 00:00:00
4,4,ler,2022-06-27 00:00:00
5,5,ler,2022-06-27 00:00:00
6,3,ler,2022-06-27 00:00:00
7,4,ler,2022-06-27 00:00:00
8,5,ler,2022-06-27 00:00:00
9,4,ler,2022-06-27 00:00:00
0,2,GLM,2022-07-04 00:00:00
1,1,GLM,2022-07-04 00:00:00
1.5,2,GLM,2022-07-04 00:00:00
2,2,GLM,2022-07-04 00:00:00
3,5,GLM,2022-07-04 00:00:00
4,3,GLM,2022-07-04 00:00:00
5,5,GLM,2022-07-04 00:00:00
6,7,GLM,2022-07-04 00:00:00
7,4,GLM,2022-07-04 00:00:00
8,5,GLM,2022-07-04 00:00:00
9,5,GLM,2022-07-04 00:00:00
0,2,GOTM,2022-07-04 00:00:00
1,1,GOTM,2022-07-04 00:00:00
1.5,1,GOTM,2022-07-04 00:00:00
2,2,GOTM,2022-07-04 00:00:00
3,4,GOTM,2022-07-04 00:00:00
4,5,GOTM,2022-07-04 00:00:00
5,4,GOTM,2022-07-04 00:00:00
6,3,GOTM,2022-07-04 00:00:00
7,8,GOTM,2022-07-04 00:00:00
8,3,GOTM,2022-07-04 00:00:00
9,6,GOTM,2022-07-04 00:00:00
0,3,RW,2022-07-04 00:00:00
1,4,RW,2022-07-04 00:00:00
1.5,4,RW,2022-07-04 00:00:00
2,2,RW,2022-07-04 00:00:00
3,6,RW,2022-07-04 00:00:00
4,6,RW,2022-07-04 00:00:00
5,11,RW,2022-07-04 00:00:00
6,14,RW,2022-07-04 00:00:00
7,14,RW,2022-07-04 00:00:00
8,14,RW,2022-07-04 00:00:00
9,14,RW,2022-07-04 00:00:00
0,1,Simstrat,2022-07-04 00:00:00
1,3,Simstrat,2022-07-04 00:00:00
1.5,2,Simstrat,2022-07-04 00:00:00
2,3,Simstrat,2022-07-04 00:00:00
3,5,Simstrat,2022-07-04 00:00:00
4,3,Simstrat,2022-07-04 00:00:00
5,6,Simstrat,2022-07-04 00:00:00
6,6,Simstrat,2022-07-04 00:00:00
7,7,Simstrat,2022-07-04 00:00:00
8,3,Simstrat,2022-07-04 00:00:00
9,3,Simstrat,2022-07-04 00:00:00
0,2,climatology,2022-07-04 00:00:00
1,3,climatology,2022-07-04 00:00:00
1.5,1,climatology,2022-07-04 00:00:00
2,2,climatology,2022-07-04 00:00:00
3,3,climatology,2022-07-04 00:00:00
4,4,climatology,2022-07-04 00:00:00
5,5,climatology,2022-07-04 00:00:00
6,6,climatology,2022-07-04 00:00:00
7,5,climatology,2022-07-04 00:00:00
8,6,climatology,2022-07-04 00:00:00
9,6,climatology,2022-07-04 00:00:00
0,3,empirical,2022-07-04 00:00:00
1,3,empirical,2022-07-04 00:00:00
1.5,2,empirical,2022-07-04 00:00:00
2,2,empirical,2022-07-04 00:00:00
3,6,empirical,2022-07-04 00:00:00
4,4,empirical,2022-07-04 00:00:00
5,11,empirical,2022-07-04 00:00:00
6,14,empirical,2022-07-04 00:00:00
7,14,empirical,2022-07-04 00:00:00
8,14,empirical,2022-07-04 00:00:00
9,14,empirical,2022-07-04 00:00:00
0,3,empirical_ler,2022-07-04 00:00:00
1,3,empirical_ler,2022-07-04 00:00:00
1.5,4,empirical_ler,2022-07-04 00:00:00
2,2,empirical_ler,2022-07-04 00:00:00
3,4,empirical_ler,2022-07-04 00:00:00
4,3,empirical_ler,2022-07-04 00:00:00
5,3,empirical_ler,2022-07-04 00:00:00
6,14,empirical_ler,2022-07-04 00:00:00
7,14,empirical_ler,2022-07-04 00:00:00
8,14,empirical_ler,2022-07-04 00:00:00
9,14,empirical_ler,2022-07-04 00:00:00
0,2,ler,2022-07-04 00:00:00
1,2,ler,2022-07-04 00:00:00
1.5,1,ler,2022-07-04 00:00:00
2,2,ler,2022-07-04 00:00:00
3,4,ler,2022-07-04 00:00:00
4,3,ler,2022-07-04 00:00:00
5,3,ler,2022-07-04 00:00:00
6,5,ler,2022-07-04 00:00:00
7,5,ler,2022-07-04 00:00:00
8,5,ler,2022-07-04 00:00:00
9,5,ler,2022-07-04 00:00:00
0,3,GLM,2022-07-11 00:00:00
1,2,GLM,2022-07-11 00:00:00
1.5,2,GLM,2022-07-11 00:00:00
2,3,GLM,2022-07-11 00:00:00
3,2,GLM,2022-07-11 00:00:00
4,4,GLM,2022-07-11 00:00:00
5,4,GLM,2022-07-11 00:00:00
6,5,GLM,2022-07-11 00:00:00
7,4,GLM,2022-07-11 00:00:00
8,5,GLM,2022-07-11 00:00:00
9,4,GLM,2022-07-11 00:00:00
0,2,GOTM,2022-07-11 00:00:00
1,2,GOTM,2022-07-11 00:00:00
1.5,0,GOTM,2022-07-11 00:00:00
2,1,GOTM,2022-07-11 00:00:00
3,3,GOTM,2022-07-11 00:00:00
4,5,GOTM,2022-07-11 00:00:00
5,4,GOTM,2022-07-11 00:00:00
6,3,GOTM,2022-07-11 00:00:00
7,7,GOTM,2022-07-11 00:00:00
8,4,GOTM,2022-07-11 00:00:00
9,3,GOTM,2022-07-11 00:00:00
0,2,RW,2022-07-11 00:00:00
1,2,RW,2022-07-11 00:00:00
1.5,4,RW,2022-07-11 00:00:00
2,3,RW,2022-07-11 00:00:00
3,3,RW,2022-07-11 00:00:00
4,7,RW,2022-07-11 00:00:00
5,14,RW,2022-07-11 00:00:00
6,14,RW,2022-07-11 00:00:00
7,14,RW,2022-07-11 00:00:00
8,14,RW,2022-07-11 00:00:00
9,14,RW,2022-07-11 00:00:00
0,4,Simstrat,2022-07-11 00:00:00
1,2,Simstrat,2022-07-11 00:00:00
1.5,3,Simstrat,2022-07-11 00:00:00
2,3,Simstrat,2022-07-11 00:00:00
3,4,Simstrat,2022-07-11 00:00:00
4,4,Simstrat,2022-07-11 00:00:00
5,3,Simstrat,2022-07-11 00:00:00
6,5,Simstrat,2022-07-11 00:00:00
7,4,Simstrat,2022-07-11 00:00:00
8,5,Simstrat,2022-07-11 00:00:00
9,5,Simstrat,2022-07-11 00:00:00
0,2,climatology,2022-07-11 00:00:00
1,2,climatology,2022-07-11 00:00:00
1.5,1,climatology,2022-07-11 00:00:00
2,1,climatology,2022-07-11 00:00:00
3,2,climatology,2022-07-11 00:00:00
4,4,climatology,2022-07-11 00:00:00
5,5,climatology,2022-07-11 00:00:00
6,7,climatology,2022-07-11 00:00:00
7,7,climatology,2022-07-11 00:00:00
8,5,climatology,2022-07-11 00:00:00
9,5,climatology,2022-07-11 00:00:00
0,2,empirical,2022-07-11 00:00:00
1,2,empirical,2022-07-11 00:00:00
1.5,4,empirical,2022-07-11 00:00:00
2,3,empirical,2022-07-11 00:00:00
3,2,empirical,2022-07-11 00:00:00
4,7,empirical,2022-07-11 00:00:00
5,14,empirical,2022-07-11 00:00:00
6,14,empirical,2022-07-11 00:00:00
7,14,empirical,2022-07-11 00:00:00
8,14,empirical,2022-07-11 00:00:00
9,14,empirical,2022-07-11 00:00:00
0,4,empirical_ler,2022-07-11 00:00:00
1,2,empirical_ler,2022-07-11 00:00:00
1.5,3,empirical_ler,2022-07-11 00:00:00
2,4,empirical_ler,2022-07-11 00:00:00
3,3,empirical_ler,2022-07-11 00:00:00
4,5,empirical_ler,2022-07-11 00:00:00
5,11,empirical_ler,2022-07-11 00:00:00
6,14,empirical_ler,2022-07-11 00:00:00
7,14,empirical_ler,2022-07-11 00:00:00
8,14,empirical_ler,2022-07-11 00:00:00
9,14,empirical_ler,2022-07-11 00:00:00
0,3,ler,2022-07-11 00:00:00
1,2,ler,2022-07-11 00:00:00
1.5,2,ler,2022-07-11 00:00:00
2,4,ler,2022-07-11 00:00:00
3,2,ler,2022-07-11 00:00:00
4,3,ler,2022-07-11 00:00:00
5,4,ler,2022-07-11 00:00:00
6,4,ler,2022-07-11 00:00:00
7,4,ler,2022-07-11 00:00:00
8,5,ler,2022-07-11 00:00:00
9,3,ler,2022-07-11 00:00:00
0,4,GLM,2022-07-18 00:00:00
1,2,GLM,2022-07-18 00:00:00
1.5,3,GLM,2022-07-18 00:00:00
2,5,GLM,2022-07-18 00:00:00
3,4,GLM,2022-07-18 00:00:00
4,5,GLM,2022-07-18 00:00:00
5,4,GLM,2022-07-18 00:00:00
6,6,GLM,2022-07-18 00:00:00
7,4,GLM,2022-07-18 00:00:00
8,9,GLM,2022-07-18 00:00:00
9,3,GLM,2022-07-18 00:00:00
0,3,GOTM,2022-07-18 00:00:00
1,4,GOTM,2022-07-18 00:00:00
1.5,1,GOTM,2022-07-18 00:00:00
2,2,GOTM,2022-07-18 00:00:00
3,7,GOTM,2022-07-18 00:00:00
4,4,GOTM,2022-07-18 00:00:00
5,8,GOTM,2022-07-18 00:00:00
6,5,GOTM,2022-07-18 00:00:00
7,6,GOTM,2022-07-18 00:00:00
8,6,GOTM,2022-07-18 00:00:00
9,4,GOTM,2022-07-18 00:00:00
0,3,RW,2022-07-18 00:00:00
1,2,RW,2022-07-18 00:00:00
1.5,4,RW,2022-07-18 00:00:00
2,6,RW,2022-07-18 00:00:00
3,6,RW,2022-07-18 00:00:00
4,5,RW,2022-07-18 00:00:00
5,14,RW,2022-07-18 00:00:00
6,14,RW,2022-07-18 00:00:00
7,14,RW,2022-07-18 00:00:00
8,14,RW,2022-07-18 00:00:00
9,14,RW,2022-07-18 00:00:00
0,4,Simstrat,2022-07-18 00:00:00
1,3,Simstrat,2022-07-18 00:00:00
1.5,2,Simstrat,2022-07-18 00:00:00
2,4,Simstrat,2022-07-18 00:00:00
3,5,Simstrat,2022-07-18 00:00:00
4,5,Simstrat,2022-07-18 00:00:00
5,6,Simstrat,2022-07-18 00:00:00
6,4,Simstrat,2022-07-18 00:00:00
7,6,Simstrat,2022-07-18 00:00:00
8,5,Simstrat,2022-07-18 00:00:00
9,4,Simstrat,2022-07-18 00:00:00
